date,time,user_name,text,link,retweet_counts,favorite_counts
2020-04-20,23:53:28,VyS8XlhCNBStUNN,더불어민주당 더불어시민당 합당? 미래한국당은 ,https://twitter.com/VyS8XlhCNBStUNN/status/1252384921936510977,0,0
2020-04-20,23:33:17,PRESSIAN_news,"""더불어민주당은 국민의 지지보다 과다대표되고 있고, 나머지 정당은 과소대표되고 있다. 제대로 된 연동형 비례대표제를 시행했다면 수도권에서 미래통합당은 26석, 정의당은 12석, 국민의당은 11석을 더 받을 수 있었다."" ",https://twitter.com/PRESSIAN_news/status/1252379842479194121,23,21
2020-04-20,23:30:32,jrainbowcat,문재인과 더불어민주당 국개머슴들과 조국과 정경심이 봐야 할 뉴스군요. 상식이 뭔지 정의가 뭔지 원칙이 뭔지 모르는 사람들이니까요. ,https://twitter.com/jrainbowcat/status/1252379149836054529,0,0
2020-04-20,23:29:37,jsh7e15,"충남 당진시 선거구에 출마해 재선에 성공한 어기구 더불어민주당 의원 유권자에 ""X자식"" 욕설 의혹 당선 엿새만에..어기구 의원, 유권자에 ""X자식"" 욕설 의혹 | 다음 뉴스 ",https://twitter.com/jsh7e15/status/1252378919912615937,2,0
2020-04-20,23:21:37,redgari1,더불어민주당이 채무 불이행 위험이 높은 회사채를 한국은행이 시장에서 직접 매입할 수 있도록 한은법 개정을 추진함. 매일경제 취재에 따르면 윤호중 민주당 사무총장이 당 정책위원회와 협의를 거쳐 이 같은 내용을 골자로 한 한은법 개정안 마련 작업에 착수함. #매세지200421,https://twitter.com/redgari1/status/1252376905686216707,0,0
2020-04-20,23:20:39,kju7154,"더불어민주당을 패륜 막장당으로 내몰고 원칙과상식,도덕성을 쓰레기통에 쳐박은 패륜잡범 찢재명 제명하고 반문수장 찢견좌장 찢해찬은 사퇴하라 #찢재명유죄_대법확정판결하라 #찢해찬은_사퇴하라 #윤석열을_탄핵하라",https://twitter.com/kju7154/status/1252376664627015682,11,5
2020-04-20,23:20:07,tlve3831D6efJGa,더불어민주당 이해찬 든든캠프 사상구 조직특보 한갑수 이번 선대위원장에서는 좋은 결과 주지 못하여 죄송합니다. ,https://twitter.com/tlve3831D6efJGa/status/1252376528471523328,0,2
2020-04-20,23:16:17,redgari1,"더불어민주당이 긴급재난지원금 전 국민 확대 지급을 강행하고 있지만 정부에 이어 야당도 사실상 반대 입장을 표명해 난항이 예상됨. 20일 정세균 국무총리는 ""한정된 재원을 고려해 재난지원금 대상에서 일부 고소득층을 불가피하게 제외했다""고 말함. #매세지200421",https://twitter.com/redgari1/status/1252375564809207809,0,0
2020-04-20,23:05:15,taek_cho,더불어 민주당은 명심해야 합니다. 오만이라 하는 것은 민심을 대변하지 않고 TV조선과 채널 A에 대하여 조건부 재승인을 내리는 것이 오만한 것입니다. 해야할 일을 하지 않는 것이 오만한 것입니다. 스마트한 국민들의 집단지성을 받아 안으면 성공합니다. 열린우리당의 실패를 되풀이 하지 않기를 ,https://twitter.com/taek_cho/status/1252372788335177731,0,0
2020-04-20,22:52:09,uchyi270,더불어시민당 #김홍걸 당선자에게 질문합니다 열린민주당이 더시민당보다 먼저 생긴 정당 이라는 사실 모릅니까? 그리고 선거 다끝난 마당에 상처 주는것 올바르지 않은 행태 입니다 #더불어시민당 #더불어민주당,https://twitter.com/uchyi270/status/1252369490685222917,0,0
2020-04-20,22:40:31,uchyi270,더불어민주당에 180석 이라는 의석을 유권자들이 선물을 주엇는데 그대답은 TV조선.채널A 재승인 #더불어민주 #청와대,https://twitter.com/uchyi270/status/1252366564474552320,0,0
2020-04-20,22:33:51,uchyi270,막 나가는 DJ아들 김홍걸 정말 정치 해서는 안될 사람 이구나 #더불어민주당 #DJ아들_김홍걸,https://twitter.com/uchyi270/status/1252364884966178817,0,0
2020-04-20,22:31:36,OHADAM7,"@TheMinjoo_Kr 그렇게 100%로가 좋으면, 정부에서 70% 마련하고, 더불어민주당에서 나머지30% 내고, ok? 콜?",https://twitter.com/OHADAM7/status/1252364320089837569,0,0
2020-04-20,22:28:06,OHADAM7,"@TheMinjoo_Kr 더불어민주당은 닥치고 대통령님과 정부에 협조하라. 국민의 명령이다. 문 대통령 ""경제 중대본 가동 준비하라"" | 다음뉴스 ",https://twitter.com/OHADAM7/status/1252363441118965764,0,0
2020-04-20,22:16:21,luv_vmin,이런빙신같은.대통령님뜻에따르라고.그러라고니네뽑앗다고. 뭐하는거냐.국민뜻거스르는.국회같은거필요없다.청원들어가야하냐.더불어민주당해체하라고?대통령님뜻에따라라. 이재용한테.그껌같은돈주면.뭐할껀데.혹시.니네국회의원님들이.그껌깞이받고싶은거냐?,https://twitter.com/luv_vmin/status/1252360483513876487,0,0
2020-04-20,22:16:11,luv_vmin,이런빙신같은.대통령님뜻에따르라고.그러라고니네뽑앗다고 .뭐하는거냐.국민뜻거스르는.국회같은거필요없다.청원들어가야하냐.더불어민주당해체하라고?대통령님뜻에따라라. 이재용한테.그껌같은돈주면.뭐할껀데.혹시.니네국회의원님들이.그껌깞이받고싶은거냐?,https://twitter.com/luv_vmin/status/1252360441314983940,0,0
2020-04-20,22:16:00,luv_vmin,이런빙신같은.대통령님뜻에따르라고.그러라고니네뽑앗다고 .뭐하는거냐.국민뜻거스르는.국회같은거필요없다.청원들어가야하냐.더불어민주당해체하라고?대통령님뜻에따라라. 이재용한테.그껌같은돈주면.뭐할껀데.혹시.니네국회의원님들이.그껌깞이받고싶은거냐?,https://twitter.com/luv_vmin/status/1252360395051810817,0,0
2020-04-20,22:15:10,luv_vmin,이런빙신같은.대통령님뜻에따르라고.그러라고니네뽑앗다고. 뭐하는거냐.국민뜻거스르는.국회같은거필요없다.청원들어가야하냐.더불어민주당해체하라고?대통령님뜻에따라라. 이재용한테.그껌같은돈주면.뭐할껀데.혹시.니네국회의원님들이.그껌깞이받고싶은거냐?,https://twitter.com/luv_vmin/status/1252360185080737794,0,0
2020-04-20,22:14:46,luv_vmin,이런빙신같은.대통령님뜻에따르라고.그러라고니네뽑앗다고.뭐하는거냐.국민뜻거스르는.국회같은거필요없다.청원들어가야하냐.더불어민주당해체하라고?대통령님뜻에따라라. 이재용한테.그껌같은돈주면.뭐할껀데.혹시.니네국회의원님들이.그껌깞이받고싶은거냐?,https://twitter.com/luv_vmin/status/1252360085172449281,0,0
2020-04-20,22:14:39,luv_vmin,이런빙신같은.대통령님뜻에따르라고.그러라고니네뽑앗다고.뭐하는거냐.국민뜻거스르는.국회같은거필요없다.청원들어가야하냐.더불어민주당해체하라고?대통령님뜻에따라라. 이재용한테.그껌같은돈주면.뭐할껀데.혹시.니네국회의원님들이.그껌깞이받고싶은거냐?,https://twitter.com/luv_vmin/status/1252360055342526469,1,0
2020-04-20,22:14:27,luv_vmin,이런빙신같은.대통령님뜻에따르라고.그러라고니네뽑앗다고. 뭐하는거냐.국민뜻거스르는.국회같은거필요없다.청원들어가야하냐.더불어민주당해체하라고?대통령님뜻에따라라. 이재용한테.그껌같은돈주면.뭐할껀데.혹시.니네국회의원님들이.그껌깞이받고싶은거냐?,https://twitter.com/luv_vmin/status/1252360003710668808,0,0
2020-04-20,22:14:06,luv_vmin,이런빙신같은.대통령님뜻에따르라고.그러라고니네뽑앗다고.뭐하는거냐.국민뜻거스르는.국회같은거필요없다.청원들어가야하냐.더불어민주당해체하라고?대통령님뜻에따라라. 이재용한테.그껌같은돈주면.뭐할껀데.혹시.니네국회의원님들이.그껌깞이받고싶은거냐?똑바로해라.,https://twitter.com/luv_vmin/status/1252359915470905348,0,0
2020-04-20,22:13:41,DTAM1leizwi1VGa,다시 뜯어보는 부동산 공약…'압승' 더불어민주당 약속 지킬까 ,https://twitter.com/DTAM1leizwi1VGa/status/1252359809686335489,0,0
2020-04-20,21:43:40,cwZICRFIxl77WNW, 홍남기 니가 대통령이다 홍남기 윤석열이 대한민국 대통령 소신 대단혀 문통 더불어민주당 정신 바짝 차려라 노무현대통령이 왜? 모든정책 추진 못했는지 기억하시라 (((항명))) 하는 공무원 놈들 일 안하는 공무원놈들 모조리 목아쥐 쳐라 사표 받으라고 답답 합니다 정말,https://twitter.com/cwZICRFIxl77WNW/status/1252352256298504195,9,6
2020-04-20,21:30:51,Gangnam4856,6 13 지방선거를 50여일 앞두고 경기도청의 해외 출장이 급증하고 있다. 이재명 전 경기 성남시장이 제7대 전국동시지방선거 더불어민주당 경기지사 후보로 20일 최종 확정됐다. 강남오피,https://twitter.com/Gangnam4856/status/1252349032413839360,0,0
2020-04-20,21:27:21,ShinJiMin365,닉값 못하는 동북아의 여당들 더불어민주당 : 민주적이지 않음 일본 자유민주당 : 자유롭지도 민주적이지도 않음 조선로동당 : 노동자들 ㅈ도 위하지 않음 중국공산당 : 자본가랑 결탁해 노동자운동을 때려잡는 자본가당.,https://twitter.com/ShinJiMin365/status/1252348150230048777,0,0
